,TimeStamp,Little,Ring,Middle,Index,Thumb
5918,2022-01-11 15:31:28.494,7.0,2.0,1.0,-11.0,27.0
5919,2022-01-11 15:31:28.515,8.0,2.0,1.0,-11.0,27.0
5920,2022-01-11 15:31:28.539,7.0,2.0,1.0,-11.0,27.0
5921,2022-01-11 15:31:28.560,7.0,2.0,1.0,-11.0,27.0
5922,2022-01-11 15:31:28.580,7.0,2.0,1.0,-11.0,27.0
5923,2022-01-11 15:31:28.605,7.0,2.0,1.0,-11.0,27.0
5924,2022-01-11 15:31:28.625,7.0,2.0,1.0,-11.0,27.0
5925,2022-01-11 15:31:28.650,8.0,2.0,1.0,-11.0,27.0
5926,2022-01-11 15:31:28.670,7.0,2.0,1.0,-11.0,27.0
5927,2022-01-11 15:31:28.691,7.0,2.0,1.0,-11.0,27.0
5928,2022-01-11 15:31:28.715,7.0,2.0,1.0,-11.0,27.0
5929,2022-01-11 15:31:28.736,7.0,2.0,1.0,-11.0,27.0
5930,2022-01-11 15:31:28.761,7.0,2.0,1.0,-11.0,26.0
5931,2022-01-11 15:31:28.781,8.0,2.0,1.0,-11.0,27.0
5932,2022-01-11 15:31:28.802,7.0,2.0,1.0,-11.0,27.0
5933,2022-01-11 15:31:28.826,7.0,2.0,1.0,-11.0,27.0
5934,2022-01-11 15:31:28.847,7.0,2.0,1.0,-11.0,26.0
5935,2022-01-11 15:31:28.871,7.0,2.0,1.0,-11.0,26.0
5936,2022-01-11 15:31:28.892,7.0,3.0,1.0,-11.0,26.0
5937,2022-01-11 15:31:28.912,8.0,4.0,1.0,-10.0,26.0
5938,2022-01-11 15:31:28.937,9.0,6.0,3.0,-9.0,27.0
5939,2022-01-11 15:31:28.957,12.0,10.0,5.0,-7.0,27.0
5940,2022-01-11 15:31:28.982,15.0,15.0,9.0,-5.0,28.0
5941,2022-01-11 15:31:29.002,19.0,21.0,11.0,-4.0,29.0
5942,2022-01-11 15:31:29.023,26.0,28.0,15.0,-2.0,30.0
5943,2022-01-11 15:31:29.047,33.0,33.0,17.0,0.0,32.0
5944,2022-01-11 15:31:29.067,36.0,37.0,18.0,0.0,34.0
5945,2022-01-11 15:31:29.092,41.0,42.0,21.0,2.0,36.0
5946,2022-01-11 15:31:29.113,48.0,48.0,26.0,7.0,38.0
5947,2022-01-11 15:31:29.133,55.0,55.0,31.0,12.0,40.0
5948,2022-01-11 15:31:29.158,60.0,62.0,36.0,17.0,42.0
5949,2022-01-11 15:31:29.178,66.0,68.0,43.0,24.0,44.0
5950,2022-01-11 15:31:29.203,72.0,75.0,49.0,29.0,45.0
5951,2022-01-11 15:31:29.223,78.0,83.0,55.0,36.0,46.0
5952,2022-01-11 15:31:29.244,86.0,91.0,62.0,41.0,47.0
5953,2022-01-11 15:31:29.268,93.0,98.0,69.0,47.0,48.0
5954,2022-01-11 15:31:29.289,100.0,104.0,75.0,53.0,49.0
5955,2022-01-11 15:31:29.313,107.0,112.0,81.0,57.0,49.0
5956,2022-01-11 15:31:29.334,113.0,116.0,85.0,61.0,49.0
5957,2022-01-11 15:31:29.359,120.0,119.0,88.0,64.0,50.0
5958,2022-01-11 15:31:29.379,126.0,124.0,91.0,67.0,51.0
5959,2022-01-11 15:31:29.399,130.0,127.0,94.0,68.0,51.0
5960,2022-01-11 15:31:29.424,133.0,130.0,96.0,71.0,51.0
5961,2022-01-11 15:31:29.445,135.0,132.0,98.0,72.0,52.0
5962,2022-01-11 15:31:29.469,137.0,134.0,99.0,72.0,53.0
5963,2022-01-11 15:31:29.490,137.0,134.0,99.0,72.0,54.0
5964,2022-01-11 15:31:29.510,137.0,132.0,99.0,73.0,54.0
