,TimeStamp,Little,Ring,Middle,Index,Thumb
2734,2022-01-11 15:30:17.964,4.0,0.0,0.0,-14.0,24.0
2735,2022-01-11 15:30:17.985,4.0,0.0,0.0,-14.0,24.0
2736,2022-01-11 15:30:18.009,4.0,0.0,0.0,-14.0,24.0
2737,2022-01-11 15:30:18.030,4.0,0.0,0.0,-14.0,24.0
2738,2022-01-11 15:30:18.050,4.0,0.0,0.0,-14.0,24.0
2739,2022-01-11 15:30:18.075,4.0,0.0,0.0,-14.0,24.0
2740,2022-01-11 15:30:18.096,4.0,0.0,0.0,-14.0,24.0
2741,2022-01-11 15:30:18.116,4.0,0.0,0.0,-14.0,24.0
2742,2022-01-11 15:30:18.141,4.0,0.0,0.0,-14.0,24.0
2743,2022-01-11 15:30:18.161,4.0,0.0,0.0,-14.0,24.0
2744,2022-01-11 15:30:18.186,4.0,0.0,0.0,-14.0,24.0
2745,2022-01-11 15:30:18.206,4.0,0.0,0.0,-14.0,24.0
2746,2022-01-11 15:30:18.226,5.0,0.0,0.0,-14.0,24.0
2747,2022-01-11 15:30:18.251,4.0,0.0,0.0,-14.0,25.0
2748,2022-01-11 15:30:18.272,5.0,0.0,0.0,-13.0,25.0
2749,2022-01-11 15:30:18.292,5.0,0.0,0.0,-13.0,25.0
2750,2022-01-11 15:30:18.317,5.0,0.0,0.0,-13.0,25.0
2751,2022-01-11 15:30:18.337,5.0,0.0,0.0,-13.0,26.0
2752,2022-01-11 15:30:18.362,5.0,0.0,0.0,-13.0,25.0
2753,2022-01-11 15:30:18.382,5.0,0.0,0.0,-13.0,25.0
2754,2022-01-11 15:30:18.403,5.0,1.0,0.0,-13.0,25.0
2755,2022-01-11 15:30:18.427,5.0,1.0,0.0,-13.0,25.0
2756,2022-01-11 15:30:18.448,7.0,3.0,1.0,-12.0,25.0
2757,2022-01-11 15:30:18.472,7.0,5.0,3.0,-10.0,26.0
2758,2022-01-11 15:30:18.493,10.0,12.0,7.0,-8.0,27.0
2759,2022-01-11 15:30:18.513,20.0,22.0,11.0,-5.0,28.0
2760,2022-01-11 15:30:18.538,32.0,31.0,16.0,-2.0,30.0
2761,2022-01-11 15:30:18.558,42.0,38.0,18.0,0.0,32.0
2762,2022-01-11 15:30:18.583,53.0,43.0,20.0,2.0,35.0
2763,2022-01-11 15:30:18.604,61.0,49.0,22.0,7.0,37.0
2764,2022-01-11 15:30:18.624,69.0,56.0,26.0,12.0,40.0
2765,2022-01-11 15:30:18.648,78.0,65.0,32.0,18.0,43.0
2766,2022-01-11 15:30:18.669,87.0,75.0,39.0,26.0,44.0
2767,2022-01-11 15:30:18.694,98.0,84.0,47.0,34.0,46.0
2768,2022-01-11 15:30:18.714,104.0,94.0,55.0,41.0,47.0
2769,2022-01-11 15:30:18.734,113.0,101.0,63.0,48.0,46.0
2770,2022-01-11 15:30:18.759,120.0,110.0,72.0,57.0,47.0
2771,2022-01-11 15:30:18.780,125.0,116.0,79.0,60.0,48.0
2772,2022-01-11 15:30:18.804,130.0,121.0,83.0,63.0,49.0
2773,2022-01-11 15:30:18.825,133.0,124.0,85.0,63.0,49.0
2774,2022-01-11 15:30:18.845,135.0,124.0,87.0,63.0,50.0
2775,2022-01-11 15:30:18.870,137.0,126.0,87.0,63.0,50.0
2776,2022-01-11 15:30:18.890,135.0,124.0,87.0,63.0,50.0
2777,2022-01-11 15:30:18.915,135.0,124.0,86.0,63.0,49.0
