,TimeStamp,Little,Ring,Middle,Index,Thumb
6459,2022-01-11 15:58:05.097,238.0,13.0,-1.0,7.0,76.0
6460,2022-01-11 15:58:05.117,238.0,13.0,-1.0,7.0,76.0
6461,2022-01-11 15:58:05.137,236.0,13.0,-1.0,7.0,76.0
6462,2022-01-11 15:58:05.162,236.0,16.0,-1.0,8.0,78.0
6463,2022-01-11 15:58:05.183,236.0,19.0,-1.0,9.0,76.0
6464,2022-01-11 15:58:05.207,236.0,23.0,0.0,12.0,76.0
6465,2022-01-11 15:58:05.228,236.0,29.0,3.0,15.0,76.0
6466,2022-01-11 15:58:05.248,236.0,35.0,9.0,17.0,78.0
6467,2022-01-11 15:58:05.273,234.0,38.0,13.0,19.0,78.0
6468,2022-01-11 15:58:05.293,234.0,41.0,16.0,22.0,78.0
6469,2022-01-11 15:58:05.318,234.0,43.0,19.0,24.0,78.0
6470,2022-01-11 15:58:05.338,234.0,47.0,21.0,27.0,78.0
6471,2022-01-11 15:58:05.359,236.0,48.0,23.0,29.0,78.0
6472,2022-01-11 15:58:05.383,234.0,50.0,25.0,30.0,78.0
6473,2022-01-11 15:58:05.404,234.0,54.0,27.0,32.0,78.0
6474,2022-01-11 15:58:05.428,234.0,59.0,30.0,35.0,79.0
6475,2022-01-11 15:58:05.449,234.0,64.0,33.0,38.0,78.0
6476,2022-01-11 15:58:05.474,234.0,71.0,36.0,40.0,79.0
6477,2022-01-11 15:58:05.494,234.0,76.0,39.0,43.0,79.0
6478,2022-01-11 15:58:05.514,234.0,81.0,44.0,46.0,79.0
6479,2022-01-11 15:58:05.539,232.0,88.0,49.0,52.0,79.0
6480,2022-01-11 15:58:05.559,234.0,94.0,53.0,57.0,79.0
6481,2022-01-11 15:58:05.584,232.0,98.0,57.0,61.0,79.0
6482,2022-01-11 15:58:05.605,234.0,104.0,62.0,66.0,80.0
6483,2022-01-11 15:58:05.625,232.0,110.0,68.0,72.0,80.0
6484,2022-01-11 15:58:05.650,232.0,118.0,74.0,78.0,80.0
6485,2022-01-11 15:58:05.670,230.0,119.0,79.0,81.0,80.0
6486,2022-01-11 15:58:05.695,232.0,124.0,85.0,86.0,81.0
6487,2022-01-11 15:58:05.715,232.0,129.0,91.0,90.0,81.0
6488,2022-01-11 15:58:05.740,232.0,135.0,99.0,96.0,81.0
6489,2022-01-11 15:58:05.760,232.0,140.0,106.0,101.0,81.0
6490,2022-01-11 15:58:05.781,232.0,147.0,113.0,105.0,81.0
6491,2022-01-11 15:58:05.805,232.0,152.0,120.0,109.0,81.0
6492,2022-01-11 15:58:05.826,232.0,159.0,128.0,115.0,82.0
6493,2022-01-11 15:58:05.851,232.0,166.0,136.0,118.0,82.0
6494,2022-01-11 15:58:05.871,232.0,170.0,142.0,122.0,83.0
6495,2022-01-11 15:58:05.891,232.0,175.0,149.0,126.0,83.0
6496,2022-01-11 15:58:05.916,232.0,179.0,154.0,130.0,84.0
6497,2022-01-11 15:58:05.936,232.0,181.0,159.0,133.0,84.0
6498,2022-01-11 15:58:05.961,232.0,182.0,161.0,135.0,86.0
6499,2022-01-11 15:58:05.981,232.0,182.0,164.0,136.0,86.0
6500,2022-01-11 15:58:06.006,232.0,184.0,166.0,136.0,86.0
6501,2022-01-11 15:58:06.026,234.0,184.0,167.0,138.0,86.0
