,TimeStamp,Little,Ring,Middle,Index,Thumb
6030,2022-01-11 15:57:55.585,238.0,11.0,-1.0,6.0,78.0
6031,2022-01-11 15:57:55.605,238.0,11.0,-1.0,6.0,78.0
6032,2022-01-11 15:57:55.630,238.0,12.0,-1.0,7.0,76.0
6033,2022-01-11 15:57:55.651,238.0,13.0,-1.0,7.0,78.0
6034,2022-01-11 15:57:55.675,238.0,16.0,-1.0,8.0,76.0
6035,2022-01-11 15:57:55.696,238.0,20.0,0.0,10.0,78.0
6036,2022-01-11 15:57:55.716,238.0,23.0,1.0,11.0,78.0
6037,2022-01-11 15:57:55.741,238.0,24.0,3.0,12.0,78.0
6038,2022-01-11 15:57:55.761,238.0,25.0,5.0,13.0,78.0
6039,2022-01-11 15:57:55.786,238.0,28.0,7.0,14.0,78.0
6040,2022-01-11 15:57:55.806,236.0,30.0,8.0,16.0,78.0
6041,2022-01-11 15:57:55.826,236.0,35.0,11.0,16.0,79.0
6042,2022-01-11 15:57:55.851,236.0,37.0,15.0,18.0,78.0
6043,2022-01-11 15:57:55.872,236.0,43.0,20.0,22.0,78.0
6044,2022-01-11 15:57:55.896,236.0,49.0,23.0,25.0,78.0
6045,2022-01-11 15:57:55.917,236.0,53.0,26.0,27.0,78.0
6046,2022-01-11 15:57:55.941,236.0,59.0,29.0,30.0,78.0
6047,2022-01-11 15:57:55.962,234.0,65.0,33.0,34.0,78.0
6048,2022-01-11 15:57:55.982,234.0,72.0,38.0,38.0,79.0
6049,2022-01-11 15:57:56.007,234.0,79.0,42.0,42.0,80.0
6050,2022-01-11 15:57:56.027,234.0,84.0,45.0,46.0,79.0
6051,2022-01-11 15:57:56.052,234.0,91.0,50.0,51.0,79.0
6052,2022-01-11 15:57:56.073,234.0,101.0,55.0,57.0,79.0
6053,2022-01-11 15:57:56.093,234.0,109.0,61.0,63.0,79.0
6054,2022-01-11 15:57:56.118,234.0,116.0,67.0,68.0,79.0
6055,2022-01-11 15:57:56.138,234.0,123.0,73.0,74.0,79.0
6056,2022-01-11 15:57:56.163,234.0,127.0,79.0,80.0,80.0
6057,2022-01-11 15:57:56.183,234.0,134.0,86.0,85.0,80.0
6058,2022-01-11 15:57:56.203,234.0,137.0,93.0,90.0,80.0
6059,2022-01-11 15:57:56.228,234.0,142.0,100.0,95.0,80.0
6060,2022-01-11 15:57:56.249,234.0,145.0,106.0,100.0,81.0
6061,2022-01-11 15:57:56.273,234.0,150.0,111.0,103.0,80.0
6062,2022-01-11 15:57:56.294,234.0,154.0,116.0,107.0,81.0
6063,2022-01-11 15:57:56.318,234.0,161.0,123.0,109.0,81.0
6064,2022-01-11 15:57:56.339,234.0,162.0,128.0,112.0,81.0
6065,2022-01-11 15:57:56.359,234.0,166.0,133.0,115.0,81.0
6066,2022-01-11 15:57:56.384,234.0,170.0,137.0,116.0,82.0
6067,2022-01-11 15:57:56.404,234.0,171.0,141.0,119.0,83.0
6068,2022-01-11 15:57:56.429,234.0,173.0,146.0,122.0,83.0
6069,2022-01-11 15:57:56.449,234.0,175.0,148.0,123.0,83.0
6070,2022-01-11 15:57:56.470,234.0,177.0,150.0,125.0,83.0
6071,2022-01-11 15:57:56.495,234.0,179.0,152.0,126.0,84.0
6072,2022-01-11 15:57:56.515,234.0,179.0,154.0,127.0,84.0
