,TimeStamp,Little,Ring,Middle,Index,Thumb
8848,2022-01-11 15:47:47.844,18.0,3.0,1.0,-6.0,24.0
8849,2022-01-11 15:47:47.865,18.0,3.0,1.0,-6.0,24.0
8850,2022-01-11 15:47:47.889,18.0,3.0,1.0,-6.0,24.0
8851,2022-01-11 15:47:47.910,18.0,3.0,1.0,-5.0,24.0
8852,2022-01-11 15:47:47.930,18.0,3.0,1.0,-5.0,25.0
8853,2022-01-11 15:47:47.955,18.0,4.0,1.0,-5.0,24.0
8854,2022-01-11 15:47:47.975,17.0,4.0,1.0,-5.0,25.0
8855,2022-01-11 15:47:48.000,18.0,4.0,1.0,-5.0,25.0
8856,2022-01-11 15:47:48.020,18.0,4.0,1.0,-5.0,25.0
8857,2022-01-11 15:47:48.041,18.0,4.0,1.0,-5.0,25.0
8858,2022-01-11 15:47:48.065,18.0,4.0,1.0,-5.0,25.0
8859,2022-01-11 15:47:48.086,18.0,4.0,1.0,-5.0,24.0
8860,2022-01-11 15:47:48.110,18.0,4.0,1.0,-5.0,25.0
8861,2022-01-11 15:47:48.131,17.0,4.0,1.0,-5.0,25.0
8862,2022-01-11 15:47:48.151,18.0,4.0,1.0,-5.0,25.0
8863,2022-01-11 15:47:48.176,18.0,5.0,1.0,-5.0,25.0
8864,2022-01-11 15:47:48.196,18.0,5.0,1.0,-5.0,25.0
8865,2022-01-11 15:47:48.221,18.0,5.0,1.0,-5.0,25.0
8866,2022-01-11 15:47:48.241,18.0,5.0,1.0,-5.0,25.0
8867,2022-01-11 15:47:48.262,19.0,6.0,1.0,-4.0,25.0
8868,2022-01-11 15:47:48.287,20.0,8.0,2.0,-4.0,25.0
8869,2022-01-11 15:47:48.307,24.0,12.0,3.0,-3.0,25.0
8870,2022-01-11 15:47:48.332,30.0,18.0,6.0,-2.0,25.0
8871,2022-01-11 15:47:48.352,38.0,28.0,11.0,0.0,25.0
8872,2022-01-11 15:47:48.372,48.0,36.0,18.0,0.0,25.0
8873,2022-01-11 15:47:48.397,59.0,49.0,26.0,2.0,25.0
8874,2022-01-11 15:47:48.418,70.0,64.0,36.0,4.0,25.0
8875,2022-01-11 15:47:48.442,84.0,84.0,49.0,6.0,25.0
8876,2022-01-11 15:47:48.463,98.0,110.0,67.0,8.0,25.0
8877,2022-01-11 15:47:48.483,109.0,134.0,88.0,12.0,26.0
8878,2022-01-11 15:47:48.508,122.0,152.0,106.0,15.0,25.0
8879,2022-01-11 15:47:48.528,146.0,173.0,128.0,17.0,26.0
8880,2022-01-11 15:47:48.553,164.0,186.0,146.0,20.0,26.0
8881,2022-01-11 15:47:48.573,175.0,196.0,159.0,22.0,27.0
8882,2022-01-11 15:47:48.594,183.0,205.0,170.0,23.0,27.0
8883,2022-01-11 15:47:48.618,190.0,212.0,178.0,25.0,28.0
8884,2022-01-11 15:47:48.639,197.0,214.0,188.0,26.0,28.0
8885,2022-01-11 15:47:48.663,204.0,218.0,193.0,27.0,28.0
8886,2022-01-11 15:47:48.684,211.0,222.0,200.0,27.0,28.0
8887,2022-01-11 15:47:48.708,217.0,222.0,201.0,27.0,29.0
8888,2022-01-11 15:47:48.729,219.0,224.0,201.0,27.0,29.0
8889,2022-01-11 15:47:48.749,221.0,222.0,200.0,27.0,29.0
8890,2022-01-11 15:47:48.774,224.0,222.0,200.0,28.0,29.0
8891,2022-01-11 15:47:48.794,226.0,222.0,200.0,27.0,29.0
8892,2022-01-11 15:47:48.819,226.0,222.0,198.0,28.0,29.0
8893,2022-01-11 15:47:48.839,228.0,220.0,197.0,27.0,29.0
8894,2022-01-11 15:47:48.860,228.0,220.0,197.0,27.0,29.0
