,TimeStamp,Little,Ring,Middle,Index,Thumb
3647,2022-01-11 15:45:52.710,7.0,-2.0,0.0,-4.0,30.0
3648,2022-01-11 15:45:52.735,7.0,-2.0,0.0,-3.0,30.0
3649,2022-01-11 15:45:52.755,7.0,-1.0,1.0,-2.0,30.0
3650,2022-01-11 15:45:52.776,10.0,1.0,3.0,-2.0,30.0
3651,2022-01-11 15:45:52.800,14.0,9.0,7.0,0.0,30.0
3652,2022-01-11 15:45:52.821,24.0,32.0,24.0,3.0,30.0
3653,2022-01-11 15:45:52.846,42.0,64.0,49.0,8.0,30.0
3654,2022-01-11 15:45:52.866,55.0,94.0,72.0,12.0,30.0
3655,2022-01-11 15:45:52.886,67.0,119.0,90.0,15.0,31.0
3656,2022-01-11 15:45:52.911,85.0,144.0,113.0,17.0,31.0
3657,2022-01-11 15:45:52.931,107.0,164.0,131.0,19.0,31.0
3658,2022-01-11 15:45:52.956,126.0,179.0,149.0,22.0,32.0
3659,2022-01-11 15:45:52.977,146.0,190.0,163.0,24.0,33.0
3660,2022-01-11 15:45:52.997,169.0,202.0,178.0,26.0,33.0
3661,2022-01-11 15:45:53.022,187.0,212.0,192.0,28.0,33.0
3662,2022-01-11 15:45:53.042,199.0,218.0,203.0,29.0,34.0
3663,2022-01-11 15:45:53.067,208.0,220.0,212.0,30.0,34.0
3664,2022-01-11 15:45:53.087,211.0,222.0,213.0,30.0,34.0
3665,2022-01-11 15:45:53.112,215.0,222.0,213.0,30.0,34.0
3666,2022-01-11 15:45:53.132,215.0,222.0,213.0,30.0,34.0
3667,2022-01-11 15:45:53.153,215.0,220.0,213.0,30.0,33.0
3668,2022-01-11 15:45:53.177,213.0,220.0,212.0,30.0,33.0
3669,2022-01-11 15:45:53.198,213.0,218.0,210.0,29.0,32.0
