,TimeStamp,Little,Ring,Middle,Index,Thumb
8762,2022-01-11 15:47:45.939,12.0,3.0,1.0,-5.0,27.0
8763,2022-01-11 15:47:45.960,13.0,3.0,1.0,-5.0,27.0
8764,2022-01-11 15:47:45.985,13.0,3.0,1.0,-5.0,27.0
8765,2022-01-11 15:47:46.005,13.0,3.0,1.0,-5.0,27.0
8766,2022-01-11 15:47:46.025,13.0,3.0,1.0,-5.0,27.0
8767,2022-01-11 15:47:46.050,14.0,4.0,1.0,-5.0,28.0
8768,2022-01-11 15:47:46.070,15.0,6.0,2.0,-5.0,27.0
8769,2022-01-11 15:47:46.095,17.0,8.0,3.0,-5.0,27.0
8770,2022-01-11 15:47:46.116,19.0,11.0,5.0,-4.0,26.0
8771,2022-01-11 15:47:46.136,24.0,19.0,9.0,-3.0,27.0
8772,2022-01-11 15:47:46.161,36.0,33.0,18.0,-1.0,27.0
8773,2022-01-11 15:47:46.181,49.0,53.0,32.0,1.0,27.0
8774,2022-01-11 15:47:46.206,60.0,76.0,46.0,3.0,27.0
8775,2022-01-11 15:47:46.226,67.0,96.0,59.0,5.0,27.0
8776,2022-01-11 15:47:46.246,78.0,116.0,76.0,8.0,27.0
8777,2022-01-11 15:47:46.271,98.0,142.0,106.0,13.0,26.0
8778,2022-01-11 15:47:46.291,118.0,162.0,128.0,16.0,27.0
8779,2022-01-11 15:47:46.316,133.0,173.0,142.0,17.0,27.0
8780,2022-01-11 15:47:46.337,143.0,182.0,154.0,18.0,27.0
8781,2022-01-11 15:47:46.357,158.0,194.0,166.0,20.0,27.0
8782,2022-01-11 15:47:46.382,170.0,204.0,176.0,22.0,27.0
8783,2022-01-11 15:47:46.402,182.0,212.0,185.0,23.0,27.0
8784,2022-01-11 15:47:46.427,192.0,214.0,190.0,23.0,27.0
8785,2022-01-11 15:47:46.447,195.0,216.0,198.0,25.0,27.0
8786,2022-01-11 15:47:46.472,204.0,220.0,203.0,25.0,26.0
