,TimeStamp,Little,Ring,Middle,Index,Thumb
7122,2022-01-11 15:47:09.638,23.0,3.0,3.0,-2.0,30.0
7123,2022-01-11 15:47:09.663,23.0,3.0,3.0,-2.0,30.0
7124,2022-01-11 15:47:09.683,23.0,3.0,3.0,-2.0,29.0
7125,2022-01-11 15:47:09.704,23.0,3.0,3.0,-2.0,30.0
7126,2022-01-11 15:47:09.728,24.0,3.0,3.0,-2.0,30.0
7127,2022-01-11 15:47:09.749,24.0,3.0,3.0,-2.0,30.0
7128,2022-01-11 15:47:09.773,24.0,4.0,3.0,-2.0,30.0
7129,2022-01-11 15:47:09.794,24.0,4.0,3.0,-2.0,30.0
7130,2022-01-11 15:47:09.814,24.0,4.0,3.0,-2.0,30.0
7131,2022-01-11 15:47:09.839,24.0,4.0,3.0,-2.0,30.0
7132,2022-01-11 15:47:09.859,24.0,4.0,3.0,-2.0,30.0
7133,2022-01-11 15:47:09.884,24.0,4.0,3.0,-2.0,30.0
7134,2022-01-11 15:47:09.904,24.0,4.0,3.0,-2.0,30.0
7135,2022-01-11 15:47:09.925,24.0,5.0,3.0,-1.0,29.0
7136,2022-01-11 15:47:09.950,25.0,5.0,3.0,-1.0,30.0
7137,2022-01-11 15:47:09.970,25.0,5.0,4.0,-1.0,29.0
7138,2022-01-11 15:47:09.995,25.0,6.0,4.0,-1.0,30.0
7139,2022-01-11 15:47:10.015,26.0,6.0,4.0,-1.0,29.0
7140,2022-01-11 15:47:10.035,27.0,7.0,5.0,-1.0,29.0
7141,2022-01-11 15:47:10.060,28.0,8.0,5.0,0.0,29.0
7142,2022-01-11 15:47:10.081,30.0,9.0,6.0,0.0,30.0
7143,2022-01-11 15:47:10.105,32.0,11.0,7.0,0.0,29.0
7144,2022-01-11 15:47:10.126,34.0,13.0,7.0,0.0,29.0
7145,2022-01-11 15:47:10.146,37.0,16.0,9.0,0.0,29.0
7146,2022-01-11 15:47:10.171,43.0,22.0,11.0,0.0,29.0
7147,2022-01-11 15:47:10.191,52.0,32.0,16.0,1.0,30.0
7148,2022-01-11 15:47:10.216,65.0,49.0,25.0,4.0,30.0
7149,2022-01-11 15:47:10.236,83.0,69.0,38.0,7.0,30.0
7150,2022-01-11 15:47:10.257,102.0,93.0,55.0,11.0,30.0
7151,2022-01-11 15:47:10.281,121.0,121.0,76.0,15.0,30.0
7152,2022-01-11 15:47:10.302,143.0,150.0,100.0,19.0,30.0
7153,2022-01-11 15:47:10.326,161.0,179.0,124.0,23.0,30.0
7154,2022-01-11 15:47:10.347,178.0,194.0,144.0,26.0,30.0
7155,2022-01-11 15:47:10.367,194.0,207.0,157.0,28.0,31.0
7156,2022-01-11 15:47:10.392,209.0,216.0,170.0,29.0,32.0
7157,2022-01-11 15:47:10.412,219.0,220.0,179.0,30.0,32.0
7158,2022-01-11 15:47:10.437,226.0,224.0,185.0,31.0,32.0
7159,2022-01-11 15:47:10.457,228.0,224.0,190.0,31.0,32.0
7160,2022-01-11 15:47:10.482,234.0,226.0,195.0,32.0,33.0
7161,2022-01-11 15:47:10.503,238.0,228.0,197.0,32.0,33.0
