,TimeStamp,Little,Ring,Middle,Index,Thumb
7698,2022-01-11 15:47:22.390,17.0,0.0,2.0,-5.0,28.0
7699,2022-01-11 15:47:22.415,16.0,0.0,1.0,-5.0,28.0
7700,2022-01-11 15:47:22.435,15.0,0.0,1.0,-5.0,28.0
7701,2022-01-11 15:47:22.460,15.0,0.0,1.0,-5.0,28.0
7702,2022-01-11 15:47:22.480,15.0,0.0,1.0,-5.0,28.0
7703,2022-01-11 15:47:22.500,15.0,0.0,1.0,-5.0,28.0
7704,2022-01-11 15:47:22.525,15.0,0.0,1.0,-5.0,28.0
7705,2022-01-11 15:47:22.546,15.0,0.0,1.0,-5.0,28.0
7706,2022-01-11 15:47:22.570,15.0,0.0,1.0,-5.0,28.0
7707,2022-01-11 15:47:22.591,14.0,0.0,1.0,-5.0,28.0
7708,2022-01-11 15:47:22.611,15.0,0.0,1.0,-5.0,28.0
7709,2022-01-11 15:47:22.636,15.0,0.0,2.0,-5.0,28.0
7710,2022-01-11 15:47:22.656,15.0,0.0,1.0,-5.0,28.0
7711,2022-01-11 15:47:22.677,15.0,0.0,1.0,-5.0,28.0
7712,2022-01-11 15:47:22.701,15.0,0.0,1.0,-5.0,28.0
7713,2022-01-11 15:47:22.722,15.0,0.0,1.0,-5.0,28.0
7714,2022-01-11 15:47:22.746,15.0,0.0,1.0,-5.0,28.0
7715,2022-01-11 15:47:22.767,15.0,0.0,1.0,-5.0,28.0
7716,2022-01-11 15:47:22.787,15.0,0.0,1.0,-5.0,27.0
7717,2022-01-11 15:47:22.812,15.0,0.0,1.0,-5.0,28.0
7718,2022-01-11 15:47:22.832,15.0,0.0,1.0,-5.0,28.0
7719,2022-01-11 15:47:22.857,15.0,1.0,1.0,-5.0,28.0
7720,2022-01-11 15:47:22.877,15.0,1.0,1.0,-5.0,28.0
7721,2022-01-11 15:47:22.898,15.0,1.0,1.0,-5.0,28.0
7722,2022-01-11 15:47:22.922,16.0,1.0,1.0,-5.0,28.0
7723,2022-01-11 15:47:22.943,16.0,2.0,2.0,-5.0,28.0
7724,2022-01-11 15:47:22.968,17.0,2.0,2.0,-4.0,28.0
7725,2022-01-11 15:47:22.988,17.0,3.0,3.0,-4.0,28.0
7726,2022-01-11 15:47:23.008,20.0,7.0,4.0,-3.0,28.0
7727,2022-01-11 15:47:23.033,24.0,11.0,5.0,-2.0,28.0
7728,2022-01-11 15:47:23.054,29.0,15.0,7.0,-1.0,28.0
7729,2022-01-11 15:47:23.078,35.0,25.0,13.0,0.0,28.0
7730,2022-01-11 15:47:23.099,48.0,38.0,23.0,3.0,28.0
7731,2022-01-11 15:47:23.119,57.0,50.0,34.0,6.0,28.0
7732,2022-01-11 15:47:23.144,64.0,62.0,44.0,7.0,28.0
7733,2022-01-11 15:47:23.164,74.0,77.0,55.0,10.0,28.0
7734,2022-01-11 15:47:23.189,88.0,100.0,72.0,13.0,29.0
7735,2022-01-11 15:47:23.209,99.0,119.0,87.0,16.0,29.0
7736,2022-01-11 15:47:23.229,116.0,145.0,106.0,19.0,29.0
7737,2022-01-11 15:47:23.254,136.0,170.0,123.0,22.0,29.0
7738,2022-01-11 15:47:23.275,156.0,186.0,138.0,25.0,29.0
7739,2022-01-11 15:47:23.299,170.0,196.0,153.0,27.0,30.0
7740,2022-01-11 15:47:23.320,182.0,204.0,163.0,28.0,30.0
7741,2022-01-11 15:47:23.344,194.0,212.0,176.0,30.0,30.0
7742,2022-01-11 15:47:23.365,206.0,222.0,188.0,31.0,30.0
7743,2022-01-11 15:47:23.385,215.0,226.0,198.0,32.0,30.0
7744,2022-01-11 15:47:23.410,221.0,228.0,203.0,33.0,30.0
7745,2022-01-11 15:47:23.430,224.0,228.0,207.0,34.0,31.0
7746,2022-01-11 15:47:23.455,226.0,230.0,208.0,33.0,31.0
